person_id,label,text
752,department_code,281-430
81,passport_id,3383455754
1355,passport_id,1258755699
48,patronymic,ЭДГАРОВИЧ
1276,noise,<<<<<<<<<<<<<<<<
569,noise,РОССИЙСКАЯ ФЕДЕРАЦИЯ
190,noise,<<<<<<<<<<<<<<<<
205,issued_by,ПАСПОРТHЫЙ СТОЛ ОВД ПО ИВАНОВСКОЙ ОБЛАСТИ В Г. ИВАНОВО
1691,birth_place,Г. МИРНЫЙ
491,patronymic,ДЕНИСОВИ4
1740,passport_id,6669 023198
1971,noise,РОССИЙСКАЯ ФЕДЕРАЦИЯ
1506,passport_series,6346
1654,passport_series,6162
27,patronymic,МАКAРОВНА
1502,noise,ПАСПОРТ
511,patronymic,ВЛАСОВИЧ
628,passport_id,9466 665363
746,noise,МЕСТ0 ЖИТЕЛЬCТВА
923,passport_id,7453 793531
139,issued_by,ТЕРРИТОРNАЛЬНЫЙ ОТДЕЛ МВД РОССИИ ПО ЛИПЕЦКОЙ ОБЛАСТИ
876,passport_id,8628006284
1044,issued_by,ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО РОСТОВСКОЙ ОБЛАСTИ
1393,department_code,363-912
333,passport_series,4556
1869,passport_number,951062
872,birth_date,13.02.1977
931,noise,23.09.2016
702,noise,901-100
1361,noise,379226
1169,birth_date,29-05-1995
670,birth_date,17.05.1967
415,gender,МУЖ.
1054,passport_id,9690540138
275,passport_number,156652
301,birth_date,03.08.1966
58,firstname,ТВЕPДИСЛАB
367,passport_id,0736989127
497,noise,17.03.1946
1202,passport_id,7892 140495
80,passport_number,375744
1499,noise,862-816
148,passport_id,9732 314660
371,birth_date,04.04.2001
504,birth_date,16.71.1983
1692,issue_date,23-06-2012
100,gender,ЖЕН-
317,department_code,891-899
1178,passport_id,1535308314
563,issued_by,ОТДEЛ УФМС РОССИN ПО ЧEЛЯБИНСКОЙ ОБЛАСTИ В Г. МАГНИТОГOРСК
1963,noise,361583
384,birth_date,25.03.1998
1941,birth_date,17.06.1997
1335,department_code,713-756
1832,noise,ЛИЧНЫЙ КОД
1003,patronymic,ЕФИМОВНА
1667,passport_number,161662
374,passport_id,0079 054334
1666,department_code,333-862
759,issued_by,ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО АЛТАЙСКОМУ КРАЮ В Г  РУБЦОВСК
887,passport_series,1609
1275,birth_place,Г. ГOРЯЧИЙ КЛЮЧ
1761,passport_series,3670
116,passport_id,3148 632308
772,passport_series,5577
96,department_code,672-313
208,department_code,251-167
583,patronymic,ЖОРЕСОВИЧ
1245,noise,ДAТА ВЫДАЧИ
1166,passport_id,2535684857
1621,birth_place,Г. ВЫБОPГ
1800,issue_date,03.07.2025
1432,issued_by,УПРАВЛЕНИЕ ПО ВОПРOСАМ МИГРАЦИИ МВД РОССИИ ПО 4ЕЧЕНСКОЙ РЕСПУБЛИКЕ
181,passport_series,3245
608,issued_by,ПАСПОРTНЫЙ СТОЛ OВД ПО Г. НИЖНИЙ ТАГИЛ ПО ОРДЖОНИКИД3ЕBСКОМУ РАЙОНУ
1928,passport_id,1357 549409
752,birth_date,16.01.1996
1721,surname,СМИРНОВ
37,noise,МЕСТО ЖИТЕЛЬСТВА
1535,noise,13.03.1991
829,department_code,821-113
404,noise,23.01.2005
62,birth_date,28.02.1968
1703,passport_id,0544 059079
1374,passport_id,1249 334943
177,birth_date,11.03.1974
1859,noise,ПAСП0РT
662,passport_series,3372
347,department_code,643-274
567,passport_id,9488792403
1304,passport_series,9181
452,noise,23.08.1988
472,birth_place,Г  ПРИОЗЕРСК
1628,birth_date,97.04.8985
1770,noise,ОТДЕЛЕНИЕ
1797,passport_id,8843 713923
1035,noise,<<<<<<<<<<<<<<<<
62,patronymic,АРКАДЬЕВНА
1345,surname,ШИЛОВ
1851,passport_series,8981
969,noise,505979
573,passport_series,0373
191,passport_id,2534653354
1711,noise,635-845
1098,noise,393-863
1300,noise,ОTДЕЛЕНИЕ
1296,noise,14.06.1900
1653,passport_number,162271
1410,passport_number,717872
232,passport_series,6683
1796,passport_id,5747 638843
571,noise,ОТДЕЛЕHИЕ
1645,surname,САЗOНОВ
316,birth_date,04.10.1987
1498,birth_date,84.06.1984
657,patronymic,АЛЕКСАНДРОВНА
1537,birth_place,Г. КАЛА4
797,patronymic,АНДРЕЕВИЧ
249,noise,995722
1811,birth_place,Г. ЧОКУРДАХ
810,noise,383-745
1977,passport_number,863997
966,gender,МУЖ.
392,issue_date,14.09.2005
1410,passport_id,4634 717872
1480,passport_series,6376
1497,issue_date,11.11.2004
463,passport_series,3577
282,patronymic,ЕГОРОВИЧ
325,issue_date,26.12.2021
1324,patronymic,ХАРЛАМПЬЕВИЧ
1514,firstname,ГЕРAСИМ
1598,department_code,802-985
1555,passport_number,000813
1417,department_code,231-514
556,passport_id,5947 061129
1238,passport_id,4548 792491
1140,noise,MEСТО ЖИТЕЛЬСТВА
1742,birth_date,26.72.1973
1848,issue_date,13.02.2017
13,passport_number,580539
1377,department_code,051-073
1892,department_code,461-046
1511,noise,123-727
1054,birth_place,Г. АШA
183,birth_date,24.05.1965
1470,issued_by,УПРАВЛЕНИЕ ВНУТРЕННИХ ДЕЛ ПО БЕЛГОРОДСКОЙ ОБЛАСТИ В Г. СТАРЫЙ ОСКОЛ
1274,firstname,ЛА8Р
1009,noise,PNRUS<<<<<<<<<<<
1520,surname,ЛАРИОНОВА
860,birth_place,Г. СМИРНЫХ
1769,noise,ПАСПОРТ
1735,noise,ОTДЕЛЕНИЕ
322,surname,БЫКОВ
1340,department_code,982-294
889,passport_series,2341
1698,issued_by,МЕЖРАЙОННЫЙ ОТДЕЛ УФМC РОССИИ ПO КУРГАНСКОЙ ОБЛАСТИ В Г. ШАДРИНСК
219,firstname,ЛЮДMИЛА
1999,passport_number,227787
73,passport_number,115215
983,passport_series,4382
442,passport_series,7696
1168,passport_number,769208
312,noise,<<<<<<<<<<<<<<<<
455,passport_id,6964 010816
17,noise,ПОДПИСЬ ВЛАДЕJЬЦА
1836,issued_by,ГЛAВНОЕ УПРАВЛЕНИЕ МВД РОССИИ ПО УДМУРТCКОЙ РEСПУБЛИКЕ В Г- ГЛАЗОВ
1516,patronymic,ГEОРГИEВИ4
807,noise,ДАТA ВЫДАЧИ
1025,firstname,НАТАЛЬЯ
1876,birth_place,Г. ПЕРМЬ
641,passport_series,9644
535,patronymic,ИЗМАИЛОВИЧ
1560,surname,ДЕНИСОВА
960,noise,ДАТА ВЫДАЧИ
1053,issued_by,УПРА8ЛЕНИЕ ВHУТРEННИХ DЕЛ ПО ЛЕНИНГРАДСКОЙ ОБЛACТI
1652,birth_date,16.08.1983
222,birth_place,Г. ЛЕСН0Й (СВЕРД.)
770,passport_number,309336
1732,passport_id,0131 185479
1048,noise,214-792
1706,firstname,РАДОВАН
1215,birth_place,Г. ЛУГА
75,passport_series,6933
1467,birth_date,11.11.1992
671,issue_date,24.12.2008
209,noise,22.05.2024
159,firstname,ДЕMИД
1791,patronymic,ВИКТОPOВИЧ
343,issued_by,УПPАВLЕНИЕ МВД РОССИN ПО ТУЛЬСКОЙ ОБЛАСТИ В Г. НОВОМОСКОВСK
612,passport_number,490444
1500,issue_date,21.07.2008
659,passport_number,179189
218,passport_number,232563
1477,passport_number,605515
101,surname,IЛЬИНА
47,passport_id,1591 996873
1521,passport_id,5579 269618
1510,noise,564374
351,issued_by,УПРАВЛЕНИЕ ПО ВОПPОСАМ МИГРАЦИI МВД РОССИИ П0 KОCТРОМСКОЙ ОБЛАСTИ
216,passport_number,255795
587,noise,867-287
1872,birth_date,15.11.1966
1050,firstname,ЛАДИМИР
1005,passport_number,846268
357,issued_by,ГЛАВНОЕ УПРАВЛЕНИЕ МВД РОССИИ ПО КАРАЧАЕВО-ЧЕРКЕСCКОЙ РЕСПУБЛИКЕ
1347,passport_number,978827
1342,department_code,811-340
958,gender,ЖЕН.
1464,noise,11.12.1994
921,gender,ЖEН/
1498,issued_by,ГЛА8НОЕ УПРАВЛЕНИЕ MВД РОССИИ ПО ВОЛОГОДCKОЙ ОБЛАСТИ
1601,patronymic,НИЛОВНА
42,noise,<<<<<<<<<<<<<<<<
783,department_code,051-847
545,department_code,301-475
1475,birth_date,06.09.1965
1819,firstname,ЧЕСЛАВ
1736,birth_date,09.03.1972
112,patronymic,ЕРЕМЕЕВИЧ
1924,birth_place,Г. ВЕРХОТУРЬЕ
347,passport_series,3677
711,passport_id,8056 708301
887,birth_date,04.09.1985
295,birth_date,08.12.1979
796,noise,<<<<<<<<<<<<<<<<
1694,birth_date,02-03-1977
142,department_code,823-060
1913,noise,03.02.1903
1599,surname,МОРОЗОВА
1035,firstname,СЕРАФИМ
646,birth_date,31.01.1981
970,noise,РОССИЙСКАЯ ФEДЕРАЦИЯ
10,noise,ДАТA BЫДАЧИ
1848,noise,РОССИЙСКАЯ ФЕДЕPАЦИЯ
1209,noise,ПАСПОРТ
1265,birth_date,05.06.1946
1617,department_code,942-163
448,patronymic,ФИJАТОBИЧ
187,noise,КОD ПОДРАЗДЕЛЕHИЯ
1722,issue_date,28.07.2024
494,surname,САМОЙЛО8А
1290,passport_number,223610
74,issued_by,УПРАВЛЕНИЕ MВД РОССNИ ПО РЕСПУБЛИКЕ СЕВЕРHАЯ ОСЕТИЯ — АЛАНИЯ В Г. ВЛАDИКАВКАЗ
378,surname,КОСТИН
1912,passport_series,1977
652,passport_number,499783
872,noise,22.04.1930
1017,passport_number,457575
331,birth_place,Г. 8ЫБОPГ
735,passport_id,5596882988
467,passport_series,9081
347,passport_number,494590
358,noise,РОССИЙСКАЯ ФЕДЕРАЦИЯ
543,patronymic,ГРИГОPЬЕВИ4
1155,passport_number,049700
1831,noise,МЕСТО ЖИTЕЛЬСТВА
11,noise,ДАТА ВЫДАЧИ
163,issued_by,УПРАВЛЕНИЕ МBД Р0CCИИ ПO ПРИМОРСКОМУ КРAЮ В Г. АРТЁМ
1789,birth_place,Г- САЛЬСК
1120,firstname,РАДОВAН
1404,issued_by,ОТDЕЛ МВД РОССИИ ПО ЕВРЕЙСКОЙ АВТОНОМНОЙ ОБЛАСТИ В Г. БИРОБИДЖАН
1706,passport_number,292165
1676,passport_series,3678
364,department_code,851-165
858,surname,КАРПОВА
1599,noise,138-598
0,birth_place,Г. ЕГОРЬЕВСК
153,surname,БЛОХIН
1481,issue_date,14.08.2005
1650,birth_date,17.11.1998
1799,department_code,392-239
615,issued_by,ОТДЕЛ ПO ВОПРОСАM МИГРАЦИИ МВД РОССИИ П0 СТАВPОП0ЛЬCКОМУ КРАЮ В Г. ПЯТИГОРCК
640,passport_id,5453568560
1990,noise,14.09.1935
25,noise,ЛNЧНЫЙ КОД
1589,issued_by,ОТДЕЛ МВД PОCСИИ П0 ХАБАPОВСКОМУ КРAЮ
1192,passport_number,667132
1450,noise,ПОДПИСЬ ВЛАДЕЛЬЦА
362,noise,КОД ПОДРАЗДЕЛЕНИЯ
1068,passport_number,793284
72,passport_number,505162
1430,noise,МЕСТО ЖИТEЛЬСТВА
1737,passport_number,084109
812,birth_date,27.11.1988
1506,department_code,873-352
1903,gender,МУЖ
1551,birth_date,11.04.2007
512,noise,PNRUS<<<<<<<<<<<
1145,passport_id,8495 006572
917,passport_series,8455
1169,department_code,353-633
1120,issue_date,22.24.2002
284,department_code,672-162
1083,department_code,893-963
1302,passport_number,611382
514,passport_number,985973
1149,passport_number,654366
762,passport_number,207803
1807,noise,DAТА ВЫDАЧИ
1920,issue_date,12.01.2022
948,birth_date,13.12.1997
2,surname,КОРНИЛ08
637,noise,31.10.1920
1596,patronymic,СВЯТОСЛАВОВНА
63,passport_id,7039885193
1255,patronymic,ЕЛИЗAРОВИЧ
1065,surname,МЕЛЬНИКОВ
1967,department_code,423-058
492,issue_date,19.11.2020
862,surname,ЗУЕВА
1270,passport_number,141644
848,surname,НЕКPАСОВА
865,passport_id,9287 457223
1973,passport_id,5970 540814
862,firstname,МАРИЯ
1568,noise,ОТДЕЛЕНNЕ
315,passport_id,8087 677701
1761,firstname,ВИКТОPИЯ
976,birth_place,Г. МОРШАНСК
526,birth_date,26.01.1984
1151,surname,ФЕДОТОВ
1973,surname,АКCЕНОВА
976,birth_date,03/06/1993
1635,department_code,146-961
1448,passport_id,7269 159104
1709,passport_series,5446
1191,noise,608-985
1384,firstname,КИРА
1964,passport_id,4753 502048
356,passport_id,0430 303960
807,birth_place,Г  ЛЮБЕРЦЫ
1201,birth_place,Г. ПРИМОРСКО-АХТАРСК
709,passport_id,0130494091
521,passport_id,8486 001582
1995,birth_place,Г. АРТЕМ
390,patronymic,АЛЕКСАНДРОВНА
133,birth_date,26/05/1988
1,issued_by,МEЖРАЙ0ННЫЙ ОТДЕЛ УФМС РОССИИ ПО МОСКОВСКОЙ ОБLАСTИ
1149,patronymic,ВАСИЛЬЕВНА
191,issue_date,26-12-2008
1623,department_code,232-225
1385,surname,ФОКNН
639,issue_date,10.03.2014
958,noise,ПАСПОРТ
1227,issue_date,25/05/2017
705,birth_date,10.12.2006
443,passport_id,6987092036
1679,surname,БЕЛЯКОВА
1978,passport_id,9664658456
1596,noise,МЕСТО ЖИТЕЛЬСТВА
1264,department_code,201-137
406,surname,ХАРИТОНОВ
1978,birth_date,29.06.1977
1599,issued_by,УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦIИ МВД РОССИИ ПО РЕСПУБЛIКE БАШКОРТОСТАН В Г. ОКТЯБРЬСКИЙ
1653,passport_id,0483162271
1610,patronymic,ОСКАРОВНА
1335,birth_place,Г. АША
630,passport_series,8783
1144,patronymic,ДЕМЬЯНОВИЧ
1053,passport_id,2166 628032
465,department_code,133-684
1710,surname,КИРИЛЛОВА
139,passport_id,8633399135
1205,noise,115847
1577,noise,ДАТА ВЫДАЧИ
740,birth_date,02.09.1965
1583,firstname,ВАЛЕHТИН
1928,issued_by,УПРАВЛЕHNЕ МВД РОССИИ ПO В0РОНЕЖСКОЙ ОБЛАCТN B Г. БОРИСОГЛЕБСК
993,patronymic,ВАЛЕРЬЕВIЧ
1489,issued_by,ПАСПОРТНО-ВИЗОВАЯ СЛУЖБА ОВД ПО ВOРОНЕЖСКОЙ ОБЛАСТИ В Г. ВОРОНЕЖ
1549,birth_place,Г- ВОТКИHСК
757,passport_series,3568
246,department_code,172-587
1481,issued_by,УПРАВЛЕНИЕ ВНУТРЕННИХ ДЕЛ ПО КУРСКОЙ ОБЛАСТИ
734,noise,17.12.1972
1076,firstname,IЯ
327,passport_id,0229 207915
752,birth_date,16.01.1996
1082,birth_date,19 10 1974
1594,passport_number,154981
443,noise,10.05.1928
1610,issued_by,ОТДЕЛ MВД РОССИИ ПО РЕСПУБЛИКЕ ДАГЕСТАН В Г. МАХАЧКАЛА
1597,issued_by,ОТДEЛ ПО ВОПРОСАМ МИГPАЦИИ МВД РОССИИ ПО AМУРСК0Й ОБЛАСTИ В Г. БЛАГОВЕЩЕHСК
1798,passport_id,7448 174588
1281,passport_id,3941 032111
1909,birth_date,07-02-1967
1304,surname,АРХИПОВ
674,birth_date,12.01.1997
1627,firstname,ФЕДОР
1598,department_code,802-985
1011,noise,854-159
1493,noise,ОТDЕЛЕНИЕ
879,firstname,ИННОКЕНТИЙ
288,issue_date,16.07.3019
1146,patronymic,ВЯЧЕСЛАВОВИЧ
394,birth_date,43.08.1964
1699,noise,241-383
25,noise,ПОДПИСЬ ВЛАДЕЛЬЦА
157,issue_date,16.06.2008
91,noise,10.12.1980
1273,issued_by,ОТДЕЛ МВД РОCСИИ ПО РЕСПУБЛИКЕ БУРЯТИЯ
1986,gender,ЖЕН
428,birth_place,Г. УCТЮЖНА
1961,issue_date,31.03.2023
814,passport_number,727551
1255,issued_by,ПАСПОPТНО-ВИ3ОВАЯ CЛУЖБА ОВД ПO ЧЕЛЯБИНСКОЙ ОБЛАСTИ
540,surname,СAВИН
52,noise,07.06.1998
959,issued_by,ОТДЕЛЕHИЕ ПO BОПРОCАМ МИГРАЦNN ОМВД РОCСNИ ПО ВЛАДИМИРСКОЙ ОБЛАСТИ В Г. МУРОМ
1396,issue_date,08.12.2024
340,birth_place,Г. ПЕТУШКИ
115,issued_by,ОТДЕЛ УФМС РОССИИ ПО ЯРОСЛАВСКОЙ ОБЛАСТИ
1319,issue_date,17.67.2017
1973,surname,АКCЕНОВА
1187,passport_number,340166
1844,passport_series,2339
1845,noise,JИЧНЫЙ КОД
848,gender,ЖЕН
389,surname,БЕСПАЛОВ
1979,birth_date,01.06.1997
157,passport_number,729954
948,noise,PNRUS<<<<<<<<<<<
1806,passport_id,4753310134
1945,firstname,ПАХОМ
1729,passport_number,233331
330,passport_id,4290 186446
518,noise,КОД ПОДРАЗДЕЛЕНИЯ
188,noise,553837
568,passport_id,7335445284
866,noise,24.03.1977
431,issue_date,16.03.2016
794,birth_date,16-02-1992
1627,passport_id,7775291084
1909,passport_id,7497840778
1063,passport_series,8369
351,noise,062903
1335,birth_date,21.06.2001
694,birth_date,20.11.1960
1036,noise,МECТО ЖИТЕJЬСТВА
1436,passport_id,0568685129
1906,passport_series,7475
947,passport_number,400721
1314,patronymic,КОНСТАHТИНОВНА
1309,noise,275-731
1833,passport_id,5648 782679
581,firstname,ВИКТОРИЯ
293,noise,01.10.1965
1321,passport_id,7646 213228
216,noise,940535
1459,passport_number,988206
245,firstname,ЭМИЛИЯ
45,issued_by,ОТДЕЛ ПОЛИЦИI УМВД РОССИИ ПО НОВОСИБИРСКОЙ 0БJAСТИ
688,department_code,082-161
1766,surname,ИГНАТЬЕВ
1100,department_code,501-310
142,patronymic,ФЁДОРОВИ4
1044,gender,МУЖ.
1485,noise,ДАTА ВЫДАЧИ
1128,firstname,КЛАВДИЙ
1162,passport_number,575148
1201,birth_date,01.01.2000
384,birth_date,25 03 1998
1369,birth_date,48.11.1994
1925,department_code,841-591
7,birth_place,Г. СТEРЛИТАMАК
856,passport_series,8189
1142,noise,776-620
1484,issue_date,14-03-2010
886,birth_date,22.04.1978
378,firstname,ФРОЛ
190,passport_id,2473 646706
914,gender,ЖЕН
1343,firstname,КNРИЛЛ
1150,passport_number,309465
296,firstname,ВЕРОНИКA
365,birth_date,16.11.1988
617,noise,ЛИЧНЫЙ КОД
1247,passport_series,6173
1427,noise,ОТDЕЛЕHИЕ
618,issued_by,ОТДЕЛЕНИЕ ПО ВОПРОСAМ МИГРАЦИИ ОМВД РОССИИ ПО БЕЛГОРОДСКОЙ ОБЛАСТI
1912,issued_by,ОТДЕЛЕНИЕ ПО ВОПРОСАМ МИГРAЦИИ ОМВД РОССИИ ПО МУРМАНСКОЙ О6ЛАСТИ В Г. МОНЧEГОРСК
1044,issued_by,ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОССИИ ПО РОСТОВСКОЙ ОБЛАСТИ
810,passport_id,8780 949273
1997,noise,22.11.2002
691,department_code,751-265
579,noise,02.12.1968
1106,birth_date,08.01.1973
270,department_code,832-450
1525,birth_date,02.05.1961
386,noise,189-573
856,passport_id,8189116118
1495,passport_id,8848 795819
1916,issued_by,ОТДЕЛ ПО ВОПРОСАМ МИГРАЦИИ ОМВД РОСCИI ПО ЧУВАШСКOЙ PЕСПУБЛNКЕ В Г. КАНАШ
1686,passport_id,2041 025849
865,issue_date,05.09.2014
1442,noise,168-572
1911,department_code,281-696
1055,passport_id,9490 037025
455,noise,17.02.1912
1299,firstname,ВЛАДИСЛАВ
819,department_code,711-903
63,noise,19.04.0005
1594,surname,ФР0ЛОВА
1040,noise,ПОДПИСЬ ВЛАДЕЛЬЦА
1736,passport_number,111481
1544,noise,139-618
532,issued_by,ОТДЕЛЕНИЕ УФМС РOССИИ ПО КИРОВСКОЙ ОБJАСТИ В Г. ВЯТСКИE ПОЛЯНЫ
330,birth_date,07.02.1990
1920,department_code,241-135
1945,gender,МУЖ
1065,issue_date,24.07.2018
1273,birth_date,22.02.1965
255,passport_number,533167
430,noise,<<<<<<<<<<<<<<<<
265,department_code,503-285
1759,department_code,611-671
1657,passport_id,0468204808
1290,surname,АЛЕКСЕЕВА
893,patronymic,АРTЁМО8ИЧ
1885,issued_by,УПРАВЛЕHIЕ ВНУTРЕННИХ DЕЛ ПО РЕСПУБЛИКЕ АДЫГЕЯ В Г. MАЙКОП
580,noise,<<<<<<<<<<<<<<<<
265,noise,ПОДПИСЬ ВJАДЕЛЬЦА
1084,noise,607296
711,passport_number,708301
1888,passport_id,9738642334
1869,birth_place,Г. ХОЛМСК
1178,noise,РОССИЙCKАЯ ФЕДЕРАЦИЯ
1298,passport_series,1846
589,noise,МЕСТО ЖИТЕJЬСТВА
225,passport_id,6783 892241
113,passport_id,3727 427440
1858,passport_series,7878
114,issue_date,09.01.2002
86,patronymic,МАТВЕЕВНА
1218,passport_series,5877
873,department_code,833-969
173,issued_by,ТЕРРИТОРИАЛЬНЫЙ ОТДЕЛ МВД РОССИИ ПО РЕСПУБЛИКЕ СЕВЕРНАЯ ОСЕТИЯ — АЛAНИЯ
590,passport_id,4449445062
890,department_code,198-952
814,birth_place,Г. ЧЕБОКСАРЫ
40,passport_id,4676 017518
138,gender,ЖЕН.
994,surname,ДАHИЛОВА
656,birth_date,09.10.1967
1264,noise,ПОДПИCЬ ВЛАДЕЛЬЦА
744,passport_series,6372
98,passport_id,3695 789751
1011,issue_date,16.08.2007
1669,patronymic,ФОМИЧ
1205,patronymic,ДEMЬЯНОВИЧ
354,gender,ЖЕН.
1034,department_code,621-518
146,noise,ДАТА ВЫДАЧИ
1811,birth_date,02.06.1990
1864,birth_date,12.11.1985
791,gender,ЖЕН.
729,noise,КОД ПОДРАЗДЕЛЕНИЯ
1813,gender,ЖEН 
291,passport_series,9598
1232,issue_date,23.11.2014
525,passport_id,4484 524899
289,passport_number,656426
561,passport_id,9194812634
1474,birth_date,28.11.1970
1456,firstname,ЭЛЕОНОPА
1156,issue_date,11.11.2026
1357,department_code,412-072
1400,department_code,721-490
741,noise,ОТДЕЛЕНИE
32,birth_date,31.01.1972
613,passport_number,985307
1812,issued_by,РAЙОННЫЙ ОТДЕЛ УФMС РОССИИ ПО TУЛЬСKОЙ ОБЛАСTИ В Г. ТУЛА
1673,noise,ОТДЕЛЕНИЕ
701,passport_id,7739470381
93,birth_date,30.01.1957
461,passport_id,5893 756412
1312,passport_series,5744
1085,department_code,111-980
1880,birth_place,Г. ГОPНО-АЛТАЙCК
335,noise,ПАСПОРТ
1497,passport_id,1252478922
1927,passport_series,7096
1210,issue_date,01.05.2021
190,gender,ЖЕН.
7,birth_date,13.12.1967
584,department_code,041-222
745,firstname,КОНДPАТИЙ
1730,noise,ОТДЕЛЕНИЕ
1267,passport_id,1478 711730
942,passport_series,8483
1017,noise,176839
712,surname,CУББ0ТИН
244,issued_by,УПРАВЛЕНИЕ ПО ВОПРОСАМ МИГРАЦИИ МВД РОСCИИ ПО БЕЛГОРОДСКОЙ ОБЛАCТИ В Г. ГУБКИН
1148,issued_by,ПАСПОРТНО-ВИЗОВАЯ СЛУЖБА ОВД ПО КАБАРДИНО-БАЛКАРСКОЙ РEСПУБЛИКЕ В Г. НАЛЬЧИК
231,issue_date,21-05-2022
1513,noise,03.05.2022
1893,surname,ДАНИЛОВА
717,department_code,963-765
912,firstname,САВВА
933,department_code,941-624
1571,birth_date,26.07.1998
425,surname,ЕЛИСЕЕВА
1233,passport_number,785619
1889,passport_series,4235
1720,passport_series,7352
1289,gender,ЖЕН.
639,passport_id,7139 574658
329,issue_date,66.09.2019
509,gender,ЖЕН
1779,surname,РЫБАКОВ
1860,passport_series,0454
1013,patronymic,ГЕОРГИЕВНА
1012,issued_by,РАЙОННЫЙ ОТДЕЛ УФМС РОССИN ПО ПРИМОРCКОМУ КРАЮ В Г. ВЛАДИВОСТОК
1591,department_code,133-916
518,noise,657484
1130,issued_by,ОТДЕЛ ПO ВОПРОСАМ МИГPАЦNИ МВД PОССИИ ПО НИЖЕГОРОДСКOЙ 0БЛAСТИ B Г. САРОВ
988,department_code,382-444
1100,passport_number,870701
944,passport_id,1154 128523
1576,gender,ЖЕН.
1033,passport_number,213406
213,passport_id,1377498033
452,passport_series,5539
956,birth_date,23 09 1975
1068,birth_date,22.82.1973
1841,surname,РОГОВА
1326,noise,532232
678,noise,ПОДПИСЬ ВЛАДЕЛЬЦА
898,passport_id,7685243860
22,gender,МУЖ.
322,issued_by,ОТДЕЛ ПО ВОПРOСАМ МИГРАЦИИ ОМВД РОССИИ ПО РЕСПУБЛИКЕ МОРDОВИЯ В Г. РУЗАЕВКА
129,issued_by,ОТДЕЛ ПО ВОПРОСАМ МИГРAЦИИ МВД РОССИИ П0 ПРИМОРСКОМУ КРАЮ
1459,issue_date,12.02.2015
1097,department_code,472-253
348,patronymic,ЕГОРОВИЧ
18,surname,ЕРШОВА
960,issued_by,ОТDEL МВД PОССИИ ПО ОРЕНБУРГСКОЙ ОБЛАСTИ В Г. ОРЕНБУРГ
1064,firstname,НАТАН
451,birth_date,04.02.1972
1175,passport_number,926678
1355,issue_date,01.03.2005
1638,birth_date,20 01 1965
364,firstname,НАДЕЖДА
167,firstname,ИРИНА
1329,patronymic,АРТЕМЬЕВИЧ
1381,passport_series,3041
967,department_code,053-927
1501,passport_series,7146
819,passport_series,2642
126,birth_place,Г. ДОМБАЙ
529,department_code,142-878
362,firstname,ФЁКЛА
1999,birth_place,Г. СТАРАЯ РУССА
1158,department_code,622-211
1328,department_code,642-360
818,passport_series,5054
436,issue_date,30.05.2017
662,passport_number,875372
1771,noise,18.08.1976
1069,noise,19.11.1910
542,issued_by,ОТДЕЛ УФМС РОССИИ ПО ОРЛОВСКОЙ ОБЛАСТИ
1676,birth_date,11-11-1985
1993,birth_place,Г. ПИНЕГА
655,birth_date,03.06.1970
112,passport_id,3460754039
1059,patronymic,ЕФИМОВИ4
1899,passport_number,611959
442,passport_id,4696 553678
1545,issue_date,26.11.2013
382,firstname,ФОМА
194,patronymic,ТЕЙМУРАЗОВNЧ
253,department_code,792-012
1796,firstname,ПОЛИНА
390,department_code,473-414
447,passport_series,6885
1931,passport_number,559050
289,department_code,582-774
804,noise,РОССNЙСКАЯ ФЕДЕРАЦИЯ
627,issued_by,ПAСПОРТНО-ВИЗОВАЯ СЛУЖБА ОBД ПО ПСКОВСКОЙ ОБЛАСTИ В Г. ВЕЛИКИЕ ЛУКИ
577,department_code,543-229
1965,issue_date,08.12.2020
1194,noise,14.11.1977
1610,passport_id,1072 413298
824,surname,НОВИКОВ
1442,issue_date,14.07.2026
1668,gender,МУЖ.
173,patronymic,БОГДАНОВHА
173,passport_id,9167 255275
1650,birth_date,17.11.1998
875,patronymic,ЯРОСЛAВ0ВИЧ
1300,noise,357-657
423,noise,ПАСПОPТ
273,noise,99.02.1925
883,issue_date,09.11.2012
1343,passport_number,129577
1270,birth_place,Г. ЭЛЬТОН
285,firstname,ТАМАРА
1120,passport_number,844807
939,birth_place,Г  СОЛИКАМCК
1238,passport_number,792491
187,birth_date,21.06.1994
38,passport_number,128517
519,birth_date,09.01.1281
767,birth_date,24.07.1999
460,passport_series,7293
601,issue_date,27.06.2005
1094,birth_date,21.08.1990
154,department_code,321-587
313,noise,КОД ПОДРАЗДЕЛЕНIЯ
808,surname,МАСЛOВ
1681,issue_date,84.04.2022
757,firstname,БАЖЕН
21,birth_place,Г. ПРОХЛАДНЫЙ
1307,passport_id,1566282874
746,passport_series,7363
806,passport_number,910833
257,birth_place,Г. КРАСНOУРАЛЬСК
1058,surname,ПОТАПО8А
1914,passport_id,9748042691
347,surname,ЖDАНОВ
1546,passport_series,0942
1825,firstname,ВАЛЕРИЯ
141,firstname,ТАМАРА
1122,surname,ПАВЛОВ
113,passport_series,3727
1245,surname,ФЕДОСЕЕ8А
